customer_id,children,married,gender,churn,contract,internet_service,phone,multiple_phone,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,source
F333860,No,No,Female,No,One year,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Automatic,1.0,117.44,WGU
Z534243,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,12.0,220.13,WGU
O249806,Yes,Yes,Male,Yes,Two year,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,3.0,152.46,WGU
V143753,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,10.0,174.96,WGU
A715491,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Automatic,4.0,202.44,WGU
D986940,Yes,No,Male,Yes,Two year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Automatic,3.0,210.13,WGU
Z147347,Yes,No,Female,No,One year,None,Yes,No,Yes,Yes,No,No,No,Yes,No,Automatic,16.0,139.98,WGU
W830673,Yes,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,6.0,139.97,WGU
Q470894,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Automatic,4.0,137.44,WGU
I584048,Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,No,No,No,No,Automatic,3.0,102.47,WGU
J779175,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,1.0,252.64,WGU
O82369,No,No,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,19.0,195.0,WGU
U528986,Yes,No,Nonbinary,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Automatic,12.0,242.61,WGU
K33780,Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,14.0,127.46,WGU
M720169,No,No,Male,No,Two year,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,4.0,129.98,WGU
Q279060,No,No,Female,Yes,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,18.0,240.11,WGU
V840276,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Automatic,3.0,174.98,WGU
B248010,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,6.0,169.94,WGU
C805115,Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,5.0,162.51,WGU
D89225,Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,12.0,119.96,WGU
X904034,Yes,No,Male,No,Month-to-month,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Automatic,5.0,137.44,WGU
B148329,No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Automatic,8.0,207.47,WGU
X914490,Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Automatic,1.0,149.97,WGU
U120690,No,No,Male,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,20.0,225.18,WGU
F116821,Yes,No,Female,Yes,Month-to-month,DSL,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,16.0,232.64,WGU
X389713,Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,Yes,Yes,No,No,Automatic,16.0,117.47,WGU
M379067,No,No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,12.0,137.47,WGU
A81135,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,16.0,220.13,WGU
V280043,Yes,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,No,No,Automatic,21.0,124.96,WGU
U169694,Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Automatic,5.0,199.99,WGU
N162822,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,3.0,159.95,WGU
K618387,Yes,No,Female,Yes,One year,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,5.0,245.15,WGU
D944092,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Automatic,10.0,255.16,WGU
F908532,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Automatic,3.0,134.95,WGU
K380097,Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,7.0,159.95,WGU
R717119,No,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Automatic,10.0,139.99,WGU
X978383,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,6.0,179.95,WGU
L693606,Yes,No,Female,No,Month-to-month,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Automatic,9.0,127.47,WGU
Q486994,Yes,Yes,Female,Yes,One year,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Automatic,5.0,232.64,WGU
R463442,Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Automatic,12.0,195.01,WGU
O40995,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,5.0,267.64,WGU
I933613,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Mailed Check,18.0,149.96,WGU
O900811,Yes,No,Female,Yes,Two year,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Automatic,15.0,220.11,WGU
F269503,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,16.0,157.48,WGU
V549313,Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,Yes,No,Yes,No,Electronic Check,8.0,127.47,WGU
Y254714,Yes,No,Female,No,Two year,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,24.0,139.98,WGU
C125388,No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,26.0,255.13,WGU
D901316,No,Yes,Female,Yes,One year,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,9.0,194.97,WGU
H906834,No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Mailed Check,13.0,179.97,WGU
W551882,Yes,No,Male,Yes,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Automatic,17.0,174.98,WGU
D402022,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,20.0,187.61,WGU
M545162,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,12.0,169.94,WGU
C459569,Yes,No,Female,No,Month-to-month,None,Yes,Yes,Yes,No,No,No,No,No,No,Automatic,3.0,115.0,WGU
O226386,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,14.0,152.46,WGU
G954415,Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,5.0,207.61,WGU
E475593,No,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Automatic,23.0,147.5,WGU
D160442,No,No,Male,No,Two year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Automatic,6.0,200.12,WGU
J757606,Yes,Yes,Male,No,One year,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Automatic,13.0,137.5,WGU
E791178,Yes,Yes,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,12.0,134.98,WGU
U451201,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Automatic,2.0,147.44,WGU
Z817431,Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,2.0,197.49,WGU
A295468,Yes,No,Female,No,One year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Automatic,14.0,162.53,WGU
S986240,No,No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Automatic,15.0,210.15,WGU
H472673,Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,4.0,159.97,WGU
H146363,No,No,Male,Yes,Month-to-month,None,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,10.0,190.17,WGU
S596844,Yes,No,Female,Yes,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,1.0,202.65,WGU
K458306,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,12.0,134.95,WGU
N279711,Yes,No,Male,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,2.0,142.5,WGU
P760514,Yes,No,Nonbinary,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,7.0,115.0,WGU
H849889,No,No,Female,Yes,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Automatic,7.0,232.62,WGU
R379090,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,11.0,242.63,WGU
L187290,Yes,No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,3.0,202.44,WGU
X525693,No,No,Female,No,Two year,None,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,9.0,124.99,WGU
T515102,Yes,No,Male,No,Two year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,10.0,174.98,WGU
V571104,No,No,Male,Yes,Month-to-month,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,15.0,225.15,WGU
V824084,Yes,No,Female,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,24.0,275.13,WGU
L189856,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Automatic,11.0,287.64,WGU
D07066,Yes,Yes,Male,Yes,Month-to-month,None,Yes,No,Yes,No,No,No,Yes,Yes,No,Electronic Check,11.0,177.65,WGU
N584184,Yes,No,Female,Yes,Month-to-month,DSL,No,Yes,No,No,No,No,Yes,Yes,No,Automatic,7.0,220.11,WGU
K578402,Yes,No,Male,Yes,One year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,2.0,197.52,WGU
Y413092,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Automatic,2.0,194.97,WGU
F980573,No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,9.0,175.13,WGU
I581177,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,2.0,147.48,WGU
U469398,No,No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,12.0,134.98,WGU
I85282,No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,3.0,157.48,WGU
Z317359,No,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Automatic,10.0,255.14,WGU
I981930,Yes,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,10.0,137.44,WGU
N227355,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,23.0,235.16,WGU
E805998,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,5.0,147.46,WGU
J633340,Yes,Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,7.0,232.64,WGU
L762626,Yes,Yes,Male,Yes,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,21.0,137.44,WGU
S206250,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Automatic,2.0,129.95,WGU
C917569,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Automatic,4.0,242.63,WGU
L282757,Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Mailed Check,12.0,187.61,WGU
D762674,Yes,Yes,Male,Yes,One year,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,12.0,232.65,WGU
N914081,Yes,No,Nonbinary,No,One year,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Mailed Check,21.0,159.98,WGU
K905632,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,4.0,159.95,WGU
H247341,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Automatic,11.0,137.49,WGU
N02836,Yes,No,Female,Yes,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,1.0,245.13,WGU
P742927,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Automatic,13.0,117.44,WGU
V109553,No,No,Female,Yes,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,6.0,209.99,WGU
J227266,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,19.0,169.97,WGU
F881222,Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,10.0,197.47,WGU
O167724,No,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Automatic,5.0,137.52,WGU
Y554348,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,12.0,207.48,WGU
N800767,Yes,No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,8.0,160.0,WGU
B363210,No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,15.0,147.48,WGU
P903407,Yes,No,Male,No,Two year,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Automatic,6.0,127.49,WGU
O825386,Yes,No,Male,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Electronic Check,18.0,139.98,WGU
Q76170,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,8.0,220.13,WGU
J04574,Yes,No,Nonbinary,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,4.0,214.95,WGU
R620556,Yes,No,Female,No,One year,None,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,11.0,140.0,WGU
S136763,Yes,No,Male,Yes,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,14.0,270.16,WGU
J790219,Yes,No,Female,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,3.0,202.44,WGU
O403373,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Automatic,17.0,172.47,WGU
S256934,Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,4.0,137.47,WGU
F693121,Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,Yes,No,No,Automatic,6.0,104.96,WGU
O154545,No,No,Male,No,Two year,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Automatic,4.0,174.97,WGU
A745374,No,Yes,Male,No,One year,None,No,No,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,4.0,140.0,WGU
W893206,Yes,No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,4.0,144.99,WGU
H113074,No,No,Female,No,One year,None,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,10.0,115.0,WGU
J779911,No,Yes,Male,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Automatic,10.0,172.48,WGU
Y832510,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,9.0,124.98,WGU
S528947,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Electronic Check,9.0,174.99,WGU
V592787,Yes,No,Female,No,Month-to-month,None,Yes,No,No,No,No,Yes,No,No,No,Automatic,8.0,92.49,WGU
H283133,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Automatic,12.0,139.97,WGU
W884202,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Electronic Check,2.0,192.47,WGU
N447597,Yes,No,Male,Yes,One year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,14.0,220.12,WGU
C416907,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,7.0,232.62,WGU
A51913,Yes,No,Female,No,One year,None,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Automatic,4.0,210.16,WGU
C742414,Yes,No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Automatic,3.0,114.97,WGU
B773959,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,14.0,149.98,WGU
H691053,Yes,No,Female,Yes,Month-to-month,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Automatic,15.0,184.99,WGU
V971650,Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,6.0,132.48,WGU
L226598,Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Automatic,12.0,190.13,WGU
K730146,Yes,No,Male,No,Two year,None,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,6.0,92.49,WGU
O894158,Yes,No,Female,Yes,One year,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,23.0,220.11,WGU
H307794,Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,No,No,Automatic,1.0,107.5,WGU
A318319,No,No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,21.0,169.97,WGU
T369132,Yes,Yes,Female,Yes,Month-to-month,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,11.0,222.68,WGU
T638377,No,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Automatic,10.0,200.13,WGU
E369828,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,12.0,262.61,WGU
G948882,Yes,Yes,Male,Yes,Month-to-month,None,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Automatic,2.0,152.5,WGU
Y748946,Yes,Yes,Male,No,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,14.0,202.64,WGU
O402306,Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,9.0,127.48,WGU
D493050,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Automatic,5.0,159.98,WGU
D758871,Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,6.0,124.96,WGU
F353304,Yes,No,Female,Yes,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,1.0,252.62,WGU
X960330,Yes,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,8.0,104.98,WGU
O463102,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,14.0,204.96,WGU
W202562,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Automatic,6.0,245.15,WGU
B323829,Yes,No,Female,No,Two year,None,Yes,No,Yes,No,Yes,No,No,No,Yes,Automatic,7.0,95.02,WGU
M790643,No,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,9.0,169.94,WGU
D555108,No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Automatic,5.0,207.48,WGU
W839946,Yes,No,Female,No,Month-to-month,None,No,No,No,Yes,No,Yes,No,No,Yes,Automatic,3.0,114.98,WGU
O511762,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Automatic,8.0,232.64,WGU
B118954,Yes,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Automatic,15.0,225.13,WGU
N28336,Yes,No,Male,Yes,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,14.0,212.64,WGU
B871043,Yes,No,Male,Yes,Month-to-month,None,No,Yes,Yes,No,No,Yes,Yes,No,No,Electronic Check,1.0,152.5,WGU
S317408,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,3.0,134.95,WGU
S255098,No,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,5.0,200.13,WGU
X426072,Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Automatic,9.0,197.47,WGU
W452692,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,11.0,192.46,WGU
F858862,No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Automatic,8.0,162.47,WGU
L944489,Yes,Yes,Male,Yes,Month-to-month,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,14.0,222.66,WGU
K681982,Yes,No,Female,No,Two year,DSL,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,15.0,114.95,WGU
F240900,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,5.0,182.45,WGU
R164095,Yes,No,Male,No,Two year,None,Yes,No,Yes,No,No,Yes,No,No,No,Electronic Check,3.0,95.01,WGU
O534672,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Automatic,2.0,172.46,WGU
K473134,Yes,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,2.0,177.65,WGU
W211742,Yes,No,Male,No,One year,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,6.0,207.64,WGU
H500107,Yes,No,Female,Yes,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,5.0,220.12,WGU
E998043,Yes,No,Female,No,Two year,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,10.0,137.47,WGU
E965565,Yes,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,12.0,159.97,WGU
S332430,Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Automatic,25.0,182.47,WGU
L596007,Yes,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Mailed Check,10.0,129.98,WGU
R760429,Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,Automatic,8.0,112.48,WGU
N954926,Yes,Yes,Male,No,One year,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,5.0,127.49,WGU
Z164087,Yes,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Automatic,14.0,162.47,WGU
Z714373,No,No,Male,Yes,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,No,No,Automatic,12.0,154.96,WGU
E862109,Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,18.0,194.98,WGU
S777773,Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Automatic,8.0,192.49,WGU
K974970,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,22.0,162.45,WGU
S411723,Yes,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,2.0,107.48,WGU
C867654,No,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,13.0,142.48,WGU
V529956,Yes,No,Male,Yes,Two year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,3.0,165.02,WGU
L538003,No,No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,7.0,125.01,WGU
P120818,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Automatic,4.0,139.99,WGU
H401803,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Electronic Check,5.0,112.46,WGU
W309763,Yes,No,Female,Yes,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,5.0,212.62,WGU
X715086,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Automatic,32.0,182.46,WGU
L72577,Yes,Yes,Female,Yes,One year,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Automatic,11.0,159.95,WGU
R753498,No,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Automatic,17.0,245.15,WGU
U843827,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,18.0,149.98,WGU
